职位,薪水,经验,学历,关键词,工作地址
电商剪辑师,4000-6000元,1年以下,学历不限,"岗位要求:
1.熟悉手机和电脑剪辑软件，懂拍摄;
2.摄影剪辑专业有经验相关者优先.
3.需要有作品
4.需要有一年及以上的工作经历
——————————————————————————————————
完成公司各类视频剪辑需求；能够独立完成整个片子的剪辑制作，有一定的剪辑制作基础;
有较好的审美和剪辑思维","工作地点
泉州丰泽区众次方电子商务有限公司二楼
查看地图"
线上居家兼职/图文视频编辑/无需经验,100-200元/天,经验不限,学历不限,"1、职位信息
工作平台:快手
工作具体内容:编辑图片/视频/短视频带货
工作要求:每天1-3条，时间自由，按单提成制，多劳多得
2、薪资详情
薪资范围5000-10000
薪资结构:提成
结算方式:日结
3、收费情况
是否收费:否
收费项目(如有):否
收费标准(如有):否","工作地点
川汇区万达广场(周口开元店)6311
查看地图"
线上居家兼职/图文视频编辑/无需经验,100-200元/天,经验不限,学历不限,"1、职位信息
工作平台:快手
工作具体内容:编辑图片/视频/短视频带货
工作要求:每天1-3条，时间自由，按单提成制，多劳多得
2、薪资详情
薪资范围5000-10000
薪资结构:提成
结算方式:日结
3、收费情况
是否收费:否
收费项目(如有):否
收费标准(如有):否","工作地点
滨城区滨州万达广场5416
查看地图"
居家办公剪辑（抖音短视频带货切片）,7000-13000元,经验不限,学历不限,"支持在家自己剪辑，无需到岗
我们开放达人直播片段授权资源，当前可合作的达人包括：广东夫妇、刘思瑶、竺天天，洛哥，魏老板等
只要掌握剪辑技能，配合官方免费授权，就能在家获得收入
我是亿景传媒首席运营，精通短视频带货运营策略，已协助众多创业团队及个人实现收益，现直播切片项目正在火热招募，诚邀更多伙伴加入。无论您是想拓展副业渠道、居家创业，还是寻求剪辑业务转型，都欢迎私信咨询
亿景传媒全程不收取任何费用！","工作地点
湛江市-赤坎区-体育北路15号
查看地图"
线上居家兼职/图文视频编辑/无需经验,100-200元/天,经验不限,学历不限,"1、职位信息
工作平台:快手
工作具体内容:编辑图片/视频/短视频带货
工作要求:每天1-3条，时间自由，按单提成制，多劳多得
2、薪资详情
薪资范围5000-10000
薪资结构:提成
结算方式:日结
3、收费情况
是否收费:否
收费项目(如有):否
收费标准(如有):否","工作地点
天津武清区万达广场(武清店)6413
查看地图"
影视后期剪辑助理,5000-9000元,经验不限,学历不限,"岗位内容：
1. 负责各类视频素材的筛选、剪辑工作，保证视频质量和创意水准。
2. 重点把握影片的节奏，对影片的剪辑进行创新设计，使之具有一定的观赏性和信息传递性。
3. 完成剪辑工作前，对原始素材进行筛选、分类和标注，为制作顺利进行提供基础条件。
4. 协助团队完成其他制作工作，例如声音的调配、场景的选择等。
任职要求：
1. 熟练掌握剪辑技术，熟悉各种剪辑软件，能够快速完成任务。
2. 具备良好的创新能力和较高的思维活跃度，善于捕捉影片中的亮点和突出部分。
3. 较高的学习能力，能根据项目需求不断学习新技术。
4. 具有团队合作精神和高度的责任心，有良好的沟通能力和表达能力。","工作地点
贵阳观山湖区云上贵州大厦208
查看地图"
线上居家兼职/图文视频编辑/无需经验,100-200元/天,经验不限,学历不限,"1、职位信息
工作平台:快手
工作具体内容:编辑图片/视频/短视频带货
工作要求:每天1-3条，时间自由，按单提成制，多劳多得
2、薪资详情
薪资范围5000-10000
薪资结构:提成
结算方式:日结
3、收费情况
是否收费:否
收费项目(如有):否
收费标准(如有):否","工作地点
崇明区万达广场(上海崇明店)6437
查看地图"
线上居家兼职/图文视频编辑/无需经验,100-200元/天,经验不限,学历不限,"1、职位信息
工作平台:快手
工作具体内容:编辑图片/视频/短视频带货
工作要求:每天1-3条，时间自由，按单提成制，多劳多得
2、薪资详情
薪资范围:5000-10000
薪资结构:提成
结算方式:日结
3、收费情况
是否收费:否
收费项目(如有):否
收费标准(如有):否","工作地点
莲湖区西安丰禾万达广场6546
查看地图"
线上居家兼职/图文视频编辑/无需经验,100-200元/天,经验不限,学历不限,"1、职位信息
工作平台:快手
工作具体内容:编辑图片/视频/短视频带货
工作要求:每天1-3条，时间自由，按单提成制，多劳多得
2、薪资详情
薪资范围:5000-10000
薪资结构:提成
结算方式:日结
3、收费情况
是否收费:否
收费项目(如有):否
收费标准(如有):否","工作地点
海珠区万达广场(广州海珠店)3564
查看地图"
视频拍摄剪辑,4000-6000元,1-3年,大专,"岗位要求：
1、熟练使用各类器材设备，会航拍！会使用后期剪辑以及视频包装，调色；
2、思维活跃、有创作能力，对视觉艺术具有强烈的敏感性，能灵活运用镜头语言，把握影片的节奏感、艺术感、脚本创意，对影片整体质量和水准负有相应责任，具有一定审美能力；
3、负责视频拍摄及剪辑，协调沟通视频制作过程中的相关各环节，保证成片质量；
4、根据不同视频方案的要求挖掘选题，进行策划、前采、制定拍摄方案、组织拍摄制作；包括内容制作前的沟通、策划，脚本撰写，跟进后期剪辑和特效，能对内容质量和传播结果负责。
5、熟悉拍摄及脚本策划流程,思维敏捷,具有创新能力；
6、热爱新媒体行业，有相关影视制作经验优先；
7、电视、影视编导相关专业、做过自媒体优先。","工作地点
城关区兰州科技创新园D座科技创新园d栋3-4楼
查看地图"
在家办公剪辑（抖音短视频带货）,7000-12000元,经验不限,学历不限,"居家办公，不受地区限制，没有严格时间限制
主要工作内容为抖音短视频剪辑。亿景传媒会为你出具授权书，借助头部达人直播带货的素材，剪辑成短视频并发布至抖音。","工作地点
莆田市-城厢区-胜利南街2188号505
查看地图"
短视频运营（留资方向）,6000-9000元,1-3年,大专,"本岗位月休6天，介意勿投，谢谢！
岗位职责：
1、负责自媒体内容的策划、内容创作，主要平台为小红书、视频号、抖音；
2、参与抖音短视频策划，拍摄，剪辑；
4、针对品牌内容种草需求，沟通MCN机构、达人等合作；
5、熟悉抖音推流逻辑，参与整体运营，配合平台整体运营，参与其他相关运营工作。
任职要求：
1、大专及以上学历；
2、2年以上抖音直播短视频的拍摄、剪辑经验，有卫浴产品拍摄经验优先
3、熟练各内容平台流量分发机制，具备一定的统计分析能力，关注各平台展业情况；
4、抗压能力以及学习能力强，具有良好的沟通协调能力，富有团队精神；","工作地点
佛山顺德区科顺防水科技股份有限公司
查看地图"
视频制作专员,4000-6000元,南大,3-5年,"岗位职责：
1）根据甲方提供的全屋定制课件文档，将静态内容转化为动态视频课件；
2）使用 AI 工具生成：
解说人物（虚拟讲师 / 拟人角色）
场景演示动画（例如橱柜结构、电器嵌入动画）
动效与镜头切换（提升节奏与视觉感）
独立完成视频整合剪辑：图文→AI 生成→配音→剪辑→成片；
确保表达逻辑清晰、画面专业、节奏生动、有传播力。
任职要求：
1）熟悉全屋定制设计流程与产品逻辑：包括厨房、衣柜、浴室柜、电气柜、阳台柜、五金系统、板材工艺等；
2）熟练掌握 AI 视频制作工具（任意两种以上）：
画面生成类：Runway / Pika / Kaiber / AnimateDiff / Sora
角色解说类：HeyGen / Synthesia / ElevenLabs / ChatTTS
剪辑类：CapCut / PR / AE
3）能理解 Word 课件内容，并将其转化为视频结构（分段节奏、镜头逻辑）；
4）有良好的视觉节奏感和空间理解能力；能独立完成从原稿→成片的制作闭环。","工作地点
鼓楼区倍格硅巷(南京中科紫台)
查看地图"
视频拍摄编辑师,5000-6000元,1-3年,大专,"1.拍摄部分
负责海外社媒平台视频拍摄，包括素材采集、灯光调试、运镜把控、现场指导等，确保画面质量符合创意需求。与团队默契配合，完成分镜脚本的执行或优化，确保镜头语言符合要求。
对短视频的内容质量负责; 关注tiktok/instagram等平台的热点趋势，通过数据和竞争品牌分析持续优化短视频效果和质量; 对达人视频进行分析和重点提取，进行二次混剪。
2.剪辑部分
。独立完成视频剪辑、调色、特效、音频处理等工作，保证成片质量。
。优化视频节奏、转场效果、字幕及特效，提升整体观感。
。根据市场反馈调整视频，确保播放量/转化率达标(新媒体方向重点)。
【任职要求】
· 硬性门槛：要有技术审美，具有拍剪经验、熟练拍摄设备的使用与剪辑软件（剪映，PR,AE任何一道两种即可）的使用
·能适应快节奏需求，如“当天拍当天剪”或“多条
视频并行”。
·具备网感(新媒体/短视频岗位重点),能贴合热点创作内容。
·有海外平台拍摄剪辑经验者优先","工作地点
青岛市-城阳区-荟城路506号蔚蓝创新大厦荟城路506号
查看地图"
视频广告后期编辑师,5000-8000元,黄边,1-3年,"一、工作内容
1. 独立完成公司各类影视视频项目，短视频、主图视频、信息流片、种草片等后期制作；
2. 按时、高效的完成视频剪辑、效果包装；
3. 有强烈的服务意识, 专业的工作态度，能承受一定的工作压力, 时间观念强, 能同时处理多重任务, 并高效按时地完成工作；
二、任职资格
任职资格:
教育背景：大专及以上学历
经 验：1年以上影视后期制作经验；
技能技巧：熟悉后期整体流程，熟悉使用Premiere、AE、即梦、可灵AI等专业软件，有基本影视调色能力，能制作AE特效；有较强的团队意识和服务意识；能承受高强度的工作压力，勇于承担责任；
态 度：
◆具有良好的团队合作精神，有责任心，理解能力强，善于沟通，执行力强；
◆主动了解公司行业，积极了解对象。
◆热爱影视行业、自律、爱学习、善沟通。

职位福利：全勤奖、带薪年假、弹性工作、绩效奖金、节日福利 、大小周","工作地点
白云区广州金田摄影有限公司
查看地图"
