职位,薪水,经验,学历,关键词,工作地址
幼儿园教师（平顶山森林园）(J11838),2000-4000元,经验不限,大专,"职位描述
幼儿园
幼师资格证
早教中心
托育中心
岗位职责:
1.协助班主任制定班级班务计划，并按计划开展各项保教活动；
2.科学组织班级一日生活活动，实施班级集体教学活动，积极参与创设班级环境，及时向家长反馈教学进度；
3.负责班级幼儿观察评估，完成幼儿成长档案；
4.协助组织班级家访、家长开放日、家长会等活动，向家长反馈幼儿在园学习和生活情况，做好家长沟通工作；
5.参与班级幼儿早晚接送工作，关注幼儿出勤，监督幼儿在教学、室内外活动、进餐、离园等各环节的安全，及时发现班级安全隐患并及时处理；
5.班主任或领导交办的其他工作。
任职要求:
1.热爱幼儿和幼教行业，富有爱心、耐心、亲和力强，工作积极主动，有上进心，团队意识强，遵守职业道德；
2.学前教育、早期教育等相关专业毕业，大专及以上学历，普通话标准，持有幼儿教师资格证；
3.有幼儿教师工作经验者优先。","工作地点
平顶山新华区建业森林半岛幼儿园
查看地图"
儿童成长陪伴师,5000-8000元,恒峰,经验不限,"职位描述
托管老师
保育员
音乐
双语教师
早教
幼儿园
早教中心
托育中心
幼师资格证
普通话水平测试二级乙等证书
护理
一、岗位内容
1. 学习辅导：帮助孩子完成作业，培养学习习惯。
2. 生活照料：引导孩子独立穿衣、洗漱、规律作息。
3. 情感陪伴：关注孩子情绪，增强自信心和社交能力。
4. 兴趣培养：通过游戏、阅读、运动等拓展兴趣。
5. 家校沟通：与家长、老师沟通，反馈孩子成长情况。
二、职责要求
1. 学历：大专及以上（条件优秀可放宽到高中）
2. 经验：有家教、幼教或儿童陪伴经验更佳。
3. 性格：耐心、细心，喜欢孩子，善于沟通。","工作地点
贵阳市-云岩区-飞山街88号凯发大厦4楼
查看地图"
学前班班主任,5000-8000元,3-5年,大专,"职位描述
幼儿园
幼师资格证
岗位职责：
1、负责学前班（5-6岁）日常教学及班级管理工作，制定科学合理的教学计划；
2、根据幼儿发展特点，设计并实施趣味性、启发性的课程活动，涵盖语言、数学、艺术、社交等领域；
3、观察记录幼儿成长表现，定期与家长沟通反馈，促进家园共育；
4、参与园内教研活动，优化教学方案，提升班级教学质量；
营造安全、温馨的班级氛围，培养幼儿良好的学习习惯与自理能力。
任职要求：
1、学前教育相关专业大专及以上学历，持有教师资格证；
2、5年以上学前班带班经验，熟悉国内主流学前教育体系；
3、精通学前班课程设计与实施，能灵活运用多样的教学方法；
4、热爱幼教事业，责任心强，具备优秀的沟通能力与团队协作精神；
薪资福利：
月薪5000～8000元（根据资历面议），年底绩效分红1～3万元；
五险、免费工作餐、节日员工福利、子女入学优惠
提供专业培训及职业晋升通道，优秀者可晋升为教研组长或园务管理岗。","工作地点
包头昆都仑区晨风幼儿园(保利拉菲校区)
查看地图"
补习班老师,5000-8000元,小行,3-5年,"职位描述
幼儿园
早教中心
幼师资格证
岗位内容：
1. 认真备课，掌握幼儿园教育学科知识。
2. 安排并实施高质量的教育教学计划。
3. 鼓励同学们参加相关活动，并关注其社会和情感成长。
4. 维护课堂秩序和安全，确保学生可以在有利的环境中学习。
5. 与家长保持有效沟通，积极解决问题。
任职要求：
1. 拥有教育学、心理学或相关专业学位。
2. 具有至少3年早教教学经验。
3. 熟悉小学阶段学生特点及教学方法。
4. 具有优秀的沟通能力和团队合作精神。","工作地点
南京雨花台区时光澔韵幼儿园
查看地图"
8.5K请新手育婴师接送孩子上下学（不做饭不做卫生）,8000-14000元·13薪,经验不限,学历不限,"职位描述
育婴师
岗位内容：
1. 为孩子服务，包括协助喂养、洗漱。洗澡等日常护理。
2. 指导并解答育儿问题。
3. 管理孩子的健康和安全，及时发现并报告异常情况。
任职要求：
1. 具备相关专业的育儿培训或工作经验。
2. 熟悉育儿生长发育规律，对常见疾病和症状有基本认识。
3. 有耐心、细心、责任心和团队合作精神。","工作地点
深圳龙华区鸿荣源壹城中心-八区98号
查看地图"
国际幼儿园教师（天河区）,4000-8000元,3-5年,本科,"职位描述幼师资格证英语熟练岗位职责：  1、实施班级幼儿日常教育教学活动，参加教研及各种学习活动，提高教育教学质量；  2、针对幼儿的在校表现及定期测评进行家长沟通，协助组织班级家长会；  3、做好备课工作，准备教案及教具，协助组织教学工作的有序开展；  4、实施班级环境创设，参加园所环境创设和各种活动；  5、服从园所工作调配,执行上级交办的其它工作等。    任职要求：     1、英语或学前教育专业本科及以上学历；       2、三年以上带班工作经验，英语熟练（必要条件）；       3、持有幼儿园教师资格证书（必要条件）、普通话合格等；       4、热爱早教事业，有爱心、耐心、责任心。       5、有较深课程理解和应用能力以及较强的语言表达和沟通能力。","工作地点
广州天河区凡恩格林森林幼儿园
查看地图"
儿童成长陪伴师,8000-15000元,经验不限,大专,"职位描述
家庭老师
岗位内容：
1. 教授幼儿基础知识和社交技能；
2. 协助制定周计划，监督各类教学活动的顺利执行；
3. 提供全方位的幼儿保育，记录学生日常表现和成长状况。
任职要求：
1. 具有良好的组织和时间管理能力；
2. 热爱孩子，能够营造温馨和谐的教育环境；
3. 可以适应灵活的工作安排和多任务工作压力。","工作地点
广东省东莞市东城街道东城路东城段289号209室冠领月嫂育儿嫂(东城店)289
查看地图"
配班老师,5000-7000元,1-3年,大专,职位描述公立学校幼儿园幼师资格证学校/学历教育  配班老师：  1、配合主班完成每周幼儿教育教学任务；  2 、配合主班完成班级整体工作；  3 、积极学习和掌握幼教课程，认真做好备课工作；  4 、能及时了解家长需求，配合好主班老师工作；  5 、完成领导交办的其他临时性工作；职位亮点：包吃 包住,"工作地点
北京市海淀区海育幼儿园(永靓分园)
查看地图"
深圳宝安区家庭陪伴育婴早教师,8000-15000元,无经验,学历不限,"职位描述
幼师
幼儿园
托育中心
早教中心
岗位职责：
1. 设计并执行亲子课程，包括亲子游戏、亲子手工、亲子阅读等，提高孩子的情商、智商和身体素质；
2. 建立亲子课程档案，对每个孩子进行个案分析，制定个性化的教学方案；
3. 活跃亲子课程氛围，关注家长反馈，开展互动交流。
4.负责照顾婴幼儿的日常生活，包括喂奶，换尿布，洗澡，穿衣等。
5.协助家长照顾婴幼儿。
6.维护婴幼儿的卫生环境，保持卫生清洁。
7.协助家长进行婴幼儿的日常护理。
任职要求：
1.有相关经验者优先，接受小白。
2.热爱婴幼儿，有耐心，有责任心，能够细心照顾婴幼儿。
3.具有良好的沟通能力.
4.年龄25-45岁，身体健康，做事认真负责，无不良记录","工作地点
深圳宝安区固戍地铁站C口
查看地图"
配班老师五险一金双休,4000-5000元,1-3年,中专/中技,"职位描述
托管老师
助教
幼儿园
早教中心
托育中心
岗位职责：
1、配合主班做好幼儿教学活动。严格执行幼儿园安全、卫生保健制度
2、与班级其他老师配合做好幼儿一日生活管理工作
3、观察并记录幼儿发展情况
任职资格：
1、热爱幼儿。有耐心 爱心 有经验的优先
工作时间：
上班时间周一到周五 7点20 下5点半 双休","工作地点
津南区天津邦尼幼儿园
查看地图"
幼儿园实习生,2000-3000元,1年以下,大专,"职位描述
幼儿园
实习
职位要求：
1.学前教育、早期教育专业；
2.性格开朗、五项技能优秀，有一定的实习或见习经验；
3.良好的四项品德，表达能力，沟通能力好，有爱心、耐心、责任心等。
1月初可以到岗优先考虑","工作地点
广州天河区新蓝云天幼儿园
查看地图"
幼儿园主班老师,5000-7000元,3-5年,大专,"职位描述
幼儿园
【任职要求】
1. 热爱教育教学事业，身心健康。
2.具有幼儿园教师资格证、健康证，了解幼儿教育相关知识，具有较强的幼儿教师基本功，能用英文沟通，普通话二甲及以上。
3. 大专以上学历有经验者。
【福利待遇】
1. 免费提供营养丰富的三餐。
2. 对符合政策的老师，经本人申请，审核后，可协助办理海口市户口；享受海南省引进人才政策。
3. 同等机会、同等条件参与学校的职称评定、荣誉认定、学术活动等，同比享受更广阔的晋升空间与各专业系统的培训机会。
4. 享受各类法定假期及带薪寒暑假。","工作地点
海南省海口市秀英区成智路北京大学附属中学海口学校
查看地图"
1万起请新手儿童成长陪伴师专带4岁孩子不做饭不做卫生,1-1.8万,经验不限,中专/中技,"职位描述
保育员
托育中心
早教中心
幼儿园
幼师资格证
保育员职业资格证书
幼师
岗位内容：
1. 照顾和管理婴幼儿，确保其身心健康和安全。
2. 协助教师开展婴幼儿的日常活动和教育项目。
3. 维护婴幼儿的环境卫生和设施设备的清洁和整修。
4. 及时向家长反馈婴幼儿的状况和进展情况。
5. 完成上级交办的其他任务。
任职要求：
1. 热爱婴幼儿事业，身体健康，品德优良。
2. 具有基本的保育经验和技能，或者通过培训获得相应证书优先
3. 认真负责、细心耐心，具备基本的沟通管理技能。","工作地点
深圳南山区波托菲诺天鹅堡-一期6栋168号
查看地图"
家政早教师,9000-18000元,1-3年,本科,"职位描述
教师
早教
早教中心
托管老师
双语教师
保育员
幼师资格证
音乐
英语
岗位内容：
1. 实施幼儿教育计划并监督学生学习进展；
2. 管理教室和学生行为，维持一个安全、积极的学习环境；
3. 与家长协商沟通，创建亲密的师生关系。
任职要求：
1. 拥有不少于两年的幼儿教育工作经验；
2. 具有幼儿或相关领域的本科及以上学历；
3. 热爱幼儿教育且具有耐心和细心的态度；
4. 能够主动解决问题且善于沟通交流。
单一
工作地点，东莞大岭山
工资，7500一10000/月休四天
工作内容，照顾16个月宝宝日常生活，会做辅食，制定教育计划，45岁以下，有早教经验优先，买五险，带新旅游。
单二，
工作地点，深圳南山
工资，9000一12000/月休四天
工作内容，照顾一岁三个月宝宝日常生活，给宝宝做启蒙教育，简单英语，不用煮饭，不用搞卫生，阿姨48岁以下那里人不限，雇主好相处，能接联系","工作地点
东莞市东城路金月湾花园289号209室
查看地图"
