职位,薪水,经验,学历,关键词,工作地址
内科医生,5000-8000元,3-5年,大专,"（一）招聘人数
男女不限，招聘2人。
（二）岗位职责
主要负责医院内科看诊治疗等工作。
（三）任职资格
1.大专及以上学历，临床医学专业等。
2. 取得执业医师资格，资格证可注册，无不良执业记录。
3.有相关从业和工作经验者可优先录用。
（四）工作时间
8小时工作制，科室排班，每周双休，如有加班安排补休。
（五）薪酬待遇
薪资面议，包吃住，购买五险，享受带薪年假，享受工会和节假日福利。","工作地点
昆明西山区云南省老干部医院
查看地图"
内科医生（血透）,9000-15000元,经验不限,大专,岗位职责：严格执行血液透析室的各项规章制度；熟悉和掌握透析室各种型号机器性能；认真做好透析患者的病历档案记录，及时了解透析患者的病情，制定个体化的透析及综合治疗方案；巡视患者，随时记录患者的病情变化；及时评估透析效果；处理透析并发症。  任职要求：临床医学有执业资格证书优先。 职位福利：五险一金、带薪年假、定期体检、高温补贴、节日福利、住宿、餐补,"工作地点
龙口市烟台龙口宝尚血液透析有限公司龙口枫叶养老中心
查看地图"
内科医生,5000-7000元,3-5年,大专,"岗位职责：
1.负责体检中的内科检查及问诊；
2、认真执行各项规章制度和操作常规，工作人员坚守工作岗位，合理安排、有序开展内科体检工作。
3、按照各科体检项目的要求，认真询问病史，并按本科体检程序进行检查，确保体检项目无遗漏。
4、对体检中发现的阳性体征在体检表中要简明扼要地予以描述，防止简单下结论。
5、及时、规范的录入检查内容，做到无漏录、无错项。
6、负责本科的体检小结，做出本科的检查结论及建议，并在体检医师签字处签署全名。
任职资格：
1. 具有良好的电脑操作能力。
2. 具有相应的执业医师证，可变更，并且具有副高级职称。
3. 临床医学专业。

职位福利：五险一金、绩效奖金、餐补、通讯补助","工作地点
太原小店区学府街与长风南街二巷交叉口东南50米学府街128号兰亭银座6幢1层
查看地图"
内分泌代谢病科副主任医师/主任医师,1.6-2.5万,10年以上,硕士,副主任医师/主任医师  任职要求：  1、拥有10年及以上三级医院消化内科临床工作经验，已考取消化内科副主任医师证书，具备本专业副主任医师工作资质；  2、拥有较高的综合素质，丰富的医、教、研等相关经验；  3、具有协助领导开展学科建设相关工作经验；  4、拥有省级医院进修培训经历者优先；  5、可运用国内外先进经验指导临床实践，不断开展新技术，提高医疗质量；  6、在过往工作经历中，无任何违规违法记录、无任何医疗事故发生。  7、硕士学历及以上优先，本科学历择优录取，视情况掌握特殊专业技能者，可面谈。职位福利：住房补贴、五险一金、餐补、房补、带薪年假、包住、定期体检、节日福利,"工作地点
沈阳浑南区东北国际医院
查看地图"
内科医生,1-1.2万,5-10年,大专,"我们正在寻找一位专业内科医生（会包皮手术和痔疮手术优先），负责为患者提供高质量的医疗服务。
工作内容：
1. 诊断和治疗内科疾病；
2. 制定和执行治疗方案；
3. 与患者和家属进行沟通，解释病情和治疗方案；
4. 参与医疗团队的合作，共同制定患者的治疗方案；
5. 参与临床研究和学术活动，不断提升医疗水平。
岗位要求：
1. 医学大专及以上学历，具备医师资格证；
2. 在内科领域有丰富的临床经验；外伤缝合，包皮手术，痔疮手术
3. 良好的沟通能力和团队合作精神；
4. 对患者负责，注重医疗安全和医疗质量；
5. 具备较强的学习能力和创新意识。","工作地点
河南省商丘市睢阳区府前路1号
查看地图"
内科医师,8000-16000元,3-5年,本科,"岗位内容：
1. 对内科患者进行全面体检，收集其病史和症状，制定详细的医疗治疗方案。
2. 对患者进行必要的辅助检查，对内科患者提供有效的治疗。
任职要求：
1.本科以上学历，持有执业医师证书，有熟练的急救专业水平。
2. 掌握内科医学领域的基本理论和操作技能，善于观察、分析和解决问题。
3. 声誉良好，具有优秀的沟通和人际交流能力。","工作地点
北京房山区辛瓜地路5号院1号楼1-4层1012号楼2-6层
查看地图"
呼吸内科医生,1-1.5万,经验不限,本科,"任职资格：
1、统招本科以上学历，或应届硕士研究生；
2、具有医师资格证、执业证，可变更医师执业地点；
3、职称初中级均有需求
职位福利：绩效奖金、通讯补助、餐补、节日福利、定期团建、免费停车、五险一金","工作地点
廊坊北京东燕郊经济技术开发区思菩兰南路燕达国际健康城
查看地图"
大学医务室内科医生,1.2-1.5万,3-5年,中专/中技,大学生常见疾病的诊治，有临床经验，服务态度好，适应长白班。,"工作地点
长沙市-天心区-中意3路62号3栋105
查看地图"
住院部医生,3000-6000元,平阳,经验不限,"住院部医师的岗位职责主要围绕患者诊疗、医疗协作及医疗管理等核心工作展开，具体如下：

一、日常诊疗工作

- 患者接诊与评估：负责收治新入院患者，详细询问病史、进行体格检查，制定初步诊疗方案。
- 医嘱与治疗执行：开具医嘱（如用药、检查、检验等），跟进治疗效果，根据病情调整方案，确保医疗措施及时准确。
- 病程记录与病历管理：实时记录患者病情变化、诊疗过程及医嘱执行情况，规范书写病历，保证医疗文书完整、准确。

二、查房与病情观察

- 常规查房：每日参与科室查房，重点关注分管患者的病情进展，与上级医师共同讨论疑难病例。
- 紧急情况处理：对危急重症患者及时抢救，如突发心跳骤停、严重并发症等，必要时请示上级医师或启动多学科会诊。

三、医疗协作与沟通

- 团队协作：与护士、药师、检验技师等密切配合，协调检查、治疗及护理工作，确保医疗流程顺畅。
- 医患沟通：向患者及家属解释病情、治疗方案、风险及预后，解答疑问，签署相关知情同意书（如手术、有创操作等）。

四、医疗质量与安全管理

- 遵守规范：严格执行医疗核心制度（如首诊负责、三级查房、病例讨论等），防范医疗差错与事故。
- 感染防控：落实医院感染控制措施，规范操作流程，避免交叉感染。

五、学习与科研

- 业务学习：参与科室学术活动、病例讨论及继续教育，提升专业技能。
- 科研工作：在上级医师指导下，收集临床数据，协助开展科研项目或撰写医学文献（根据医院要求）。

六、其他职责

- 值班与急诊支援：按排班完成值班工作，处理夜间及节假日的突发医疗需求。
- 教学任务：若为教学医院，需承担实习医师、规培医师的带教工作。

核心目标：以患者为中心，通过规范诊疗、密切观察及团队协作，保障医疗质量与安全，促进患者康复。具体职责可根据医院规模、科室分工及职称层级（如住院医师、主治医师）略有调整。","工作地点
太原市-小店区-平阳路街道学府上苑1号楼1单元(学府街平阳路东北角)
查看地图"
内科医生,5000-8000元,5-10年,大专,岗位职责：  在科主任的领导下，负责组织院内急救、会诊、心电图检查与诊断工作，保证医院医疗安全；   任职要求：  1.大专及以上学历，临床医学相关专业，具有执业医师证；  2.具备扎实内科理论知识与实践经验；  3.熟悉心电图及内科检查岗位工作流程；  4.熟练操作各种心电图及内科设备并根据临床需要出具报告。  5.具有医疗管理经验者优先录用,"工作地点
吉林市丰满区恒山西路6号
查看地图"
内科医生（成都-成华区）,8000-12000元,1-3年,本科,工作职责：1.负责住院部内科患者的诊断、治疗和护理工作。2.根据患者病情，制定合理的治疗方案，并监测治疗效果。3.参与医院的会诊和病例讨论，提供专业意见和建议。4.对患者进行健康教育和预防保健指导，提高患者的自我管理能力。5.维护医疗记录和病历资料的完整性和准确性。6.协调与其他科室的工作，确保患者得到全面的医疗服务。7.参与相关学术交流活动，不断提高自身的专业水平。8.领导交于的临时性工作及与该岗位相关的其他工作。  岗位要求：  1.本科学历，临床内科相关专业，具有执业医师资格证书。  2.具备扎实的内科专业知识和临床经验，能够独立完成内科疾病的诊断和治疗工作。  3.熟悉医院的工作流程和规章制度，能够遵守医疗伦理和法律法规。  4.具有良好的沟通能力和团队合作精神，能够与患者、家属和其他医护人员进行有效的沟通和协作。  5.具有较强的责任心和敬业精神，能够承担工作压力和高强度的工作。  6.具备良好的学习能力和科研能力，能够不断学习和更新医学知识，提高自身的专业水平。,"工作地点
成华区成都成华三松医院
查看地图"
内科医生-京东体检中心,1-1.5万,望京,经验不限,"岗位内容：
1. 为内科患者提供全面的医疗服务，负责制定和实施治疗方案。
2. 协调医院各科室的医疗资源，确保患者得到最佳的治疗和护理。
3. 参与或主持内部和外部培训课程，提高自身专业技能和知识水平。
4. 遵循医疗伦理规范，秉承服务理念，保障患者权益。
任职要求：
1. 具有医学相关专业学位。
2. 具备一定的内科医学知识背景和工作经验。
3. 具有良好的沟通、组织协调和团队合作能力。
4. 积极、主动，能够承受工作压力。","工作地点
北京朝阳区望京
查看地图"
